,RXCUI,NAME
2283,1245443,digoxin
2284,285018,insulin glargine
2285,308189,amoxicillin
2286,197606,digoxin
2287,1245373,digoxin
2288,140587,celecoxib
2289,135447,donepezil
2290,236559,donepezil
2291,310010,NF
2292,1202,atenolol
2293,3640,doxycycline
2294,23663,doxycycline
2295,637190,varenicline
2296,896245,salmeterol
2297,197529,clonazepam
2298,977842,"insulin aspart protamine, human"
2299,252732,melatonin
2300,205489,bumetanide
2301,212390,carvedilol
2302,966407,levothyroxine
2303,827189,ranitidine
2304,261335,levetiracetam
2305,1040043,lurasidone
2306,314211,risperidone
2307,314035,haloperidol
2308,847232,insulin glargine
2309,861637,timolol
2310,797544,isopropyl alcohol
2311,1308571,rivastigmine
2312,308297,acetaminophen
2313,828555,acetaminophen
2314,1094538,dextromethorphan
2315,198239,sulindac
2316,1540356,hydrocortisone
2317,1049223,oxycodone
2318,485485,tizanidine
2319,237735,NF
2320,863829,lipase
2321,1100070,famotidine
2322,197686,etodolac
2323,312289,pentazocine
2324,904465,cholecalciferol
2325,795737,varenicline
2326,896229,salmeterol
2327,795735,varenicline
2328,352001,valsartan
2329,996597,memantine
2330,106892,insulin isophane
2331,197941,methimazole
2332,1652640,insulin lispro
2333,1597075,testosterone
2334,1487528,vilanterol
2335,1649961,albuterol
2336,856569,propranolol
2337,979099,polyethylene glycol 3350
2338,904874,buprenorphine
2339,1432971,buprenorphine
2340,904878,buprenorphine
2341,238153,acetaminophen
2342,1547582,Streptococcus pneumoniae type 1 capsular polysaccharide antigen
2343,1986830,varicella zoster virus glycoprotein E
2344,2177495,influenza B virus antigen
2345,1300191,"tetanus toxoid vaccine, inactivated"
2346,150840,"estrogens, conjugated (USP)"
2347,1000139,medroxyprogesterone
2348,208149,sertraline
2349,352272,escitalopram
2350,152697,meloxicam
2351,208097,sucralfate
2352,201240,lamotrigine
2353,105029,gabapentin
2354,104719,lorazepam
2355,857001,acetaminophen
2356,261336,levetiracetam
2357,152923,simvastatin
2358,206821,lorazepam
2359,206157,clonazepam
2360,615186,duloxetine
2361,606728,esomeprazole
2362,1099571,valproate
2363,153639,quetiapine
2364,213169,clopidogrel
2365,197890,lithium carbonate
2366,966158,levothyroxine
2367,308972,carbamazepine
2368,197892,lithium carbonate
2369,213199,NF
2370,828364,hydrocortisone
2371,1049642,oxycodone
2372,197316,albuterol
2373,860738,ranolazine
2374,904158,polyethylene glycol 3350
2375,991188,chlorpromazine
2376,991044,chlorpromazine
2377,862025,guanfacine
2378,197754,haloperidol
2379,1114202,rivaroxaban
2380,1232084,rivaroxaban
2381,665044,sitagliptin
2382,197322,alprazolam
2383,352308,aripiprazole
2384,213262,loteprednol etabonate
2385,1049595,oxycodone
2386,1049601,oxycodone
2387,310466,gentamicin
2388,891893,morphine
2389,204423,hydrocortisone
2390,349490,aripiprazole
2391,863042,bepotastine
2392,200095,irbesartan
2393,310534,glyburide
2394,891297,guaifenesin
2395,1661220,alpha 1-antitrypsin
2396,1370770,hydrocortisone
2397,199381,potassium citrate
2398,402092,cyclosporine
2399,1085728,triamcinolone
2400,755470,lactulose
2401,1149617,collagenase
2402,198318,triazolam
2403,232540,red yeast rice
2404,1191307,fluocinolone
2405,646132,NF
2406,4716,gelatin
2407,834167,chlorhexidine
2408,203212,ipratropium
2409,1436568,NF
2410,7213,ipratropium
2411,1445143,ipratropium
2412,1309404,ipratropium
2413,562730,NF
2414,253182,"insulin, regular, human"
2415,727845,NF
2416,847417,NF
2417,835903,NF
2418,282452,NF
2419,1719290,furosemide
2420,56512,sodium polystyrene sulfonate
2421,727574,furosemide
2422,899155,NF
2423,1719291,furosemide
2424,1719286,furosemide
2425,203189,methylprednisolone
2426,6902,methylprednisolone
2427,687437,NF
2428,966406,levothyroxine
2429,750063,NF
2430,847390,NF
2431,82122,levofloxacin
2432,966439,NF
2433,966421,NF
2434,6582,magnesium oxide
2435,1668248,calcium gluconate
2436,309989,NF
2437,746730,NF
2438,746725,NF
2439,236058,cefepime
2440,313922,NF
2441,71722,docusate
2442,20481,cefepime
2443,896218,salmeterol
2444,309055,NF
2445,309056,NF
2446,896225,NF
2447,41126,fluticasone
2448,36117,salmeterol
2449,284635,salmeterol
2450,808080,NF
2451,311570,NF
2452,6809,metformin
2453,310789,NF
2454,198063,NF
2455,7804,oxycodone
2456,214183,acetaminophen
2457,9919,valproate
2458,409732,NF
2459,1303098,aclidinium
2460,1607111,aclidinium
2461,82110,tramadol
2462,1246288,budesonide
2463,745812,NF
2464,51428,"insulin aspart, human"
2465,215451,aspirin
2466,1232817,NF
2467,745807,NF
2468,1303102,aclidinium
2469,20352,carvedilol
2470,808658,NF
2471,707365,NF
2472,322154,fondaparinux
2473,198061,NF
2474,1112955,NF
2475,19831,budesonide
2476,349308,NF
2477,313442,NF
2478,1232810,NF
2479,1303097,aclidinium
2480,40254,valproate
2481,25255,formoterol
2482,389132,budesonide
2483,321208,fondaparinux
2484,42372,mupirocin
2485,10689,tramadol
2486,18993,benzonatate
2487,1944541,oxycodone
2488,310964,ibuprofen
2489,727137,Eucalyptus oil
2490,541363,amphetamine
2491,106302,tretinoin
2492,208330,tretinoin
2493,106303,tretinoin
2494,861233,amphetamine
2495,854852,lisdexamfetamine
2496,310818,hydrochlorothiazide
2497,349594,atomoxetine
2498,1190225,albuterol
2499,310670,haloperidol
2500,151030,mometasone
2501,36437,sertraline
2502,155137,sertraline
2503,7417,nifedipine
2504,310009,NF
2505,15996,mirtazapine
2506,1992054,mirtazapine
2507,203210,prazosin
2508,8629,prazosin
2509,402169,zolmitriptan
2510,352310,aripiprazole
2511,203214,diclofenac
2512,21949,cyclobenzaprine
2513,3355,diclofenac
2514,52101,cyclobenzaprine
2515,486152,nitroglycerin
2516,1052358,glycerin
2517,421299,glycerin
2518,352393,aripiprazole
2519,274783,insulin glargine
2520,135805,insulin lispro
2521,311044,NF
2522,89013,aripiprazole
2523,1092422,diphenhydramine
2524,2598,clonazepam
2525,153354,zolmitriptan
2526,39786,venlafaxine
2527,135775,zolmitriptan
2528,402000,zolmitriptan
2529,114477,levetiracetam
2530,235988,venlafaxine
2531,250507,NF
2532,187832,pregabalin
2533,1665461,ketorolac
2534,860115,ketorolac
2535,35827,ketorolac
2536,202976,diclofenac
2537,220920,NF
2538,1658333,brexpiprazole
2539,1653204,"insulin aspart, human"
2540,8591,potassium chloride
2541,833523,NF
2542,1658337,brexpiprazole
2543,1658341,brexpiprazole
2544,1000058,doxepin
2545,343005,NF
2546,311674,NF
2547,32624,oxcarbazepine
2548,617954,calamine
2549,1433251,hydromorphone
2550,310914,NF
2551,727619,metoclopramide
2552,26225,ondansetron
2553,267036,metoclopramide
2554,203148,ondansetron
2555,1314133,ondansetron
2556,897756,hydromorphone
2557,3423,hydromorphone
2558,2119176,ondansetron
2559,6915,metoclopramide
2560,1741754,NF
2561,1741753,NF
2562,106256,NF
2563,861490,clobetasol
2564,901040,NF
2565,2590,clobetasol
2566,353108,escitalopram
2567,21245,clobetasol
2568,9793,silver sulfadiazine
2569,321988,escitalopram
2570,358363,NF
2571,10759,triamcinolone
2572,904419,alendronate
2573,1000913,pilocarpine
2574,197971,methylprednisolone
2575,309140,cevimeline
2576,309333,clindamycin
2577,905369,chlordiazepoxide
2578,311678,metronidazole
2579,856992,acetaminophen
2580,198362,NF
2581,19484,bisoprolol
2582,142146,bisoprolol
2583,238747,NF
2584,309686,dexamethasone
2585,4099,"estrogens, conjugated (USP)"
2586,1719803,haloperidol
2587,91189,tetracaine
2588,2551,ciprofloxacin
2589,11417,bacitracin
2590,308509,NF
2591,10391,tetracaine
2592,313245,NF
2593,25138,fluorescein
2594,81981,ciprofloxacin
2595,283639,olanzapine
2596,205769,ciprofloxacin
2597,209613,bisacodyl
2598,208463,temazepam
2599,991088,dicyclomine
2600,211816,levofloxacin
2601,746466,levalbuterol
2602,1373469,canagliflozin
2603,866090,buspirone
2604,1307404,linaclotide
2605,28004,isosorbide
2606,6057,isosorbide
2607,69749,valsartan
2608,6135,ketoconazole
2609,637188,varenicline
2610,898723,benazepril
2611,749210,sevelamer
2612,656137,cinacalcet
2613,1111642,glatiramer
2614,1116639,ticagrelor
2615,1441189,NF
2616,1999763,gatifloxacin
2617,992395,gatifloxacin
2618,228476,gatifloxacin
2619,4278,famotidine
2620,1094549,doxylamine
2621,848176,betamethasone
2622,198324,trifluoperazine
2623,1364447,apixaban
2624,903456,liothyronine
2625,1085745,triamcinolone
2626,1365866,nepafenac
2627,804547,difluprednate
2628,831109,cromolyn
2629,854801,diclofenac
2630,312918,NF
2631,859184,NF
2632,6375,levodopa
2633,203137,selegiline
2634,103990,carbidopa
2635,9639,selegiline
2636,859193,selegiline
2637,2019,carbidopa
2638,1545653,empagliflozin
2639,1545658,empagliflozin
2640,994808,rivastigmine
2641,1545664,empagliflozin
2642,322167,solifenacin
2643,1100699,linagliptin
2644,1545659,empagliflozin
2645,6835,methimazole
2646,539812,solifenacin
2647,1100703,linagliptin
2648,25789,glimepiride
2649,1808224,propofol
2650,1735007,fentanyl
2651,8339,piperacillin
2652,1235036,NF
2653,52175,losartan
2654,309936,NF
2655,1546438,glycopyrronium
2656,1668225,neostigmine
2657,1098214,ethanol
2658,762829,NF
2659,2180,cefazolin
2660,238851,povidone-iodine
2661,1249095,NF
2662,1359588,NF
2663,311380,NF
2664,1233922,NF
2665,103755,meperidine
2666,203171,cefazolin
2667,3498,diphenhydramine
2668,7315,neostigmine
2669,8611,povidone-iodine
2670,1008377,lactate
2671,6581,magnesium hydroxide
2672,4955,glycopyrronium
2673,1312491,povidone-iodine
2674,4337,fentanyl
2675,1724383,hydromorphone
2676,203160,losartan
2677,312564,povidone-iodine
2678,11124,vancomycin
2679,1234224,NF
2680,197767,NF
2681,1788947,dexmedetomidine
2682,37617,tazobactam
2683,763043,NF
2684,1666800,midazolam
2685,1192498,NF
2686,861494,meperidine
2687,68139,rocuronium
2688,1007065,carbetapentane citrate / carbetapentane tannate / phenylephrine hydrochloride / phenylephrine tannate
2689,228054,dexmedetomidine
2690,35629,NF
2691,448,ethanol
2692,1098334,NF
2693,48937,dexmedetomidine
2694,1808222,propofol
2695,311379,NF
2696,74169,tazobactam
2697,1606994,NF
2698,1233904,NF
2699,1361009,NF
2700,1737763,lidocaine
2701,1901,calcium chloride
2702,1731582,glycopyrronium
2703,7316,neostigmine
2704,6754,meperidine
2705,727606,NF
2706,1666372,phenylephrine
2707,317567,NF
2708,1100191,NF
2709,6960,midazolam
2710,1666777,midazolam
2711,197650,erythromycin
2712,545259,tobramycin
2713,198322,trifluoperazine
2714,310687,hydrocortisone
2715,200293,camphor
2716,1537320,simethicone
2717,310963,ibuprofen
2718,731568,penicillin G
2719,1310202,acetaminophen
2720,1115468,leuprolide
2721,197817,indomethacin
2722,262077,risperidone
2723,997224,donepezil
2724,596932,duloxetine
2725,519,allopurinol
2726,214626,hydrochlorothiazide
2727,73710,paricalcitol
2728,866021,cyproheptadine
2729,1735008,fentanyl
2730,310324,ferrous sulfate
2731,1234386,dextromethorphan
2732,311498,methyl salicylate
2733,1092428,diphenhydramine
2734,707381,sodium chloride
2735,211482,dimenhydrinate
2736,352050,tenofovir disoproxil
2737,261315,oseltamivir
2738,602395,lamivudine
2739,1095715,nevirapine
2740,1111345,olopatadine
2741,213263,loteprednol etabonate
2742,1095712,nevirapine
2743,313134,sulfamethoxazole
2744,308182,amoxicillin
2745,995156,lacosamide
2746,628958,potassium chloride
2747,1049225,oxycodone
2748,896185,salmeterol
2749,1246313,mometasone
2750,1658472,Streptococcus pneumoniae type 1 capsular polysaccharide antigen
2751,203123,enalapril
2752,706955,NF
2753,3827,enalapril
2754,236495,tamsulosin
2755,77492,tamsulosin
2756,4815,glyburide
2757,10829,trimethoprim
2758,4053,erythromycin
2759,8536,polymyxin B
2760,49276,doxazosin
2761,39173,doxazosin
2762,219314,trimethoprim
2763,1604557,hypochlorite
2764,1483317,hypochlorite
2765,645555,bacitracin
2766,308511,bacitracin
2767,8570,polyvinyl alcohol
2768,1790286,polyvinyl alcohol (MW 94000)
2769,1855459,polyvinyl alcohol (40000 MW)
2770,1996999,polyvinyl alcohol/polyvinyl acetate copolymer (8:1; 50000MW)
2771,1809900,polyvinyl alcohol (18000 MW)
2772,1796719,polyvinyl alcohol (100000 MW)
2773,1049625,oxycodone
2774,197383,atenolol
2775,41493,meloxicam
2776,308962,captopril
2777,237159,levalbuterol
2778,25037,cefdinir
2779,237160,levalbuterol
2780,1114195,rivaroxaban
2781,707361,NF
2782,745798,NF
2783,1232819,NF
2784,597829,NF
2785,1246304,budesonide
2786,1232813,NF
2787,745803,NF
2788,3443,diltiazem
2789,6703,megestrol
2790,29451,megestrol
2791,3407,digoxin
2792,8638,prednisolone
2793,343019,NF
2794,34372,prednisolone
2795,7646,omeprazole
2796,225807,rivastigmine
2797,1245368,digoxin
2798,638596,sitagliptin
2799,202479,lorazepam
2800,807169,NF
2801,310494,NF
2802,1053628,NF
2803,5666,immunoglobulin G
2804,797550,NF
2805,1795612,glucose
2806,1723740,diphenhydramine
2807,1809421,immunoglobulin G
2808,1809444,immunoglobulin G
2809,1795616,glucose
2810,1809414,immunoglobulin G
2811,1049289,diphenhydramine
2812,309938,NF
2813,727527,NF
2814,309778,glucose
2815,1723776,diphenhydramine
2816,311197,isosorbide
2817,21107,cilostazol
2818,2626,clozapine
2819,4452,fludrocortisone
2820,165516,fludrocortisone
2821,349279,NF
2822,240952,biotin
2823,8183,phenytoin
2824,312406,NF
2825,202740,phenytoin
2826,92434,NF
2827,2178785,influenza B virus antigen
2828,1090577,zinc oxide
2829,1292435,varicella-zoster virus vaccine live (Oka-Merck) strain
2830,1359350,bacitracin
2831,1087026,diphenhydramine
2832,998540,miconazole
2833,802559,benzocaine
2834,104155,glycerin
2835,808520,isopropyl alcohol
2836,844813,theophylline
2837,836368,ipratropium
2838,896001,fluticasone
2839,103951,tolnaftate
2840,283077,prednisolone
2841,200132,acarbose
2842,200257,repaglinide
2843,856666,rifaximin
2844,313778,ziprasidone
2845,1086780,vilazodone
2846,900105,dextran 70
2847,309714,dextran 70
2848,687306,hypromellose
2849,3274,dextran 70
2850,27334,hypromellose
2851,598006,erythromycin
2852,318202,erythromycin
2853,238600,selenium sulfide
2854,197519,clindamycin
2855,577237,metronidazole
2856,996740,memantine
2857,312505,potassium chloride
2858,577157,NF
2859,209598,bisacodyl
2860,352309,aripiprazole
2861,343003,NF
2862,430618,NF
2863,238243,NF
2864,203191,metoprolol
2865,311672,NF
2866,833195,NF
2867,1791229,diltiazem
2868,833222,NF
2869,259275,oseltamivir
2870,260101,oseltamivir
2871,995872,guaifenesin
2872,198046,nortriptyline
2873,312398,phenylephrine
2874,896273,salmeterol
2875,688242,"estrogens, conjugated (USP)"
2876,617768,lubiprostone
2877,858040,saxagliptin
2878,237178,theophylline
2879,312504,potassium chloride
2880,1658303,potassium chloride
2881,311036,"insulin, regular, human"
2882,209495,acetaminophen
2883,746734,NF
2884,310398,NF
2885,896186,salmeterol
2886,896192,NF
2887,808071,NF
2888,746739,NF
2889,6851,methotrexate
2890,809158,etanercept
2891,582671,etanercept
2892,727757,etanercept
2893,214555,etanercept
2894,287734,methotrexate
2895,352362,tramadol
2896,1541215,NF
2897,3008,cyclosporine
2898,314073,NF
2899,199647,melatonin
2900,351360,NF
2901,21090,ciclopirox
2902,1247659,NF
2903,1737570,lidocaine
2904,1100193,NF
2905,2623,clotrimazole
2906,1086275,triamcinolone
2907,1514,betamethasone
2908,260124,NF
2909,1086276,NF
2910,727887,NF
2911,1098193,NF
2912,106928,betamethasone
2913,1150114,NF
2914,5492,hydrocortisone
2915,723,amoxicillin
2916,48203,clavulanate
2917,19711,clavulanate
2918,993449,denosumab
2919,993458,denosumab
2920,709271,certolizumab pegol
2921,849597,certolizumab pegol
2922,152021,dicyclomine
2923,197598,NF
2924,3361,dicyclomine
2925,142445,promethazine
2926,8745,promethazine
2927,198162,NF
2928,993453,denosumab
2929,311627,NF
2930,1242215,NF
2931,1807636,sodium chloride
2932,1661432,sodium chloride
2933,1807638,sodium chloride
2934,1661427,sodium chloride
2935,1807648,NF
2936,727820,sodium chloride
2937,1807646,sodium chloride
2938,727822,sodium chloride
2939,1807637,sodium chloride
2940,792033,NF
2941,792032,NF
2942,1661424,sodium chloride
2943,235483,hydrocortisone
2944,1037387,NF
2945,465397,ciprofloxacin
2946,310403,NF
2947,50121,fluticasone
2948,3264,dexamethasone
2949,896324,NF
2950,896321,NF
2951,746195,NF
2952,308657,benzocaine
2953,1399,benzocaine
2954,4450,fluconazole
2955,281,acyclovir
2956,358336,NF
2957,311571,NF
2958,799800,NF
2959,58939,collagenase
2960,1012060,NF
2961,1359723,NF
2962,1012062,NF
2963,857774,NF
2964,314068,NF
2965,484067,NF
2966,1012064,NF
2967,795856,NF
2968,795854,NF
2969,763179,prednisone
2970,6038,isoniazid
2971,18631,azithromycin
2972,69120,tiotropium
2973,393575,tiotropium
2974,1552007,tiotropium
2975,1298831,tiotropium
2976,1653223,etanercept
2977,836408,tramadol
2978,1145929,abatacept
2979,614391,abatacept
2980,1596450,gentamicin
2981,1870193,gentamicin
2982,142438,NF
2983,274535,tiotropium
2984,593441,pregabalin
2985,311676,NF
2986,5093,haloperidol
2987,6579,magnesium chloride
2988,763623,NF
2989,4502,flurbiprofen
2990,310396,NF
2991,10869,tropicamide
2992,62372,hyaluronate
2993,106029,cyclopentolate
2994,91351,flurbiprofen
2995,1926505,moxifloxacin
2996,228750,moxifloxacin
2997,1007530,calcium chloride
2998,309620,NF
2999,215525,NF
3000,806393,calcium chloride
3001,3001,cyclopentolate
3002,56443,sodium acetate
3003,542674,NF
3004,309462,NF
3005,139462,moxifloxacin
3006,1091720,NF
3007,2670,codeine
3008,1098138,chondroitin sulfates
3009,806396,potassium chloride
3010,1008892,chondroitin sulfates
3011,817579,acetaminophen
3012,1009462,lidocaine
3013,809469,NF
3014,1360147,NF
3015,5966,iopamidol
3016,727970,NF
3017,727967,NF
3018,727972,NF
3019,1001,antipyrine
3020,244309,NF
3021,466423,antipyrine
3022,312587,NF
3023,42463,pravastatin
3024,203144,pravastatin
3025,636524,NF
3026,238748,NF
3027,1362063,NF
3028,727345,NF
3029,1362062,heparin
3030,1362060,heparin
3031,8686,prilocaine
3032,1870205,epinephrine
3033,1362061,NF
3034,1362057,NF
3035,1359733,NF
3036,3992,epinephrine
3037,1658719,NF
3038,166283,lidocaine
3039,308056,NF
3040,848335,NF
3041,1870207,epinephrine
3042,1362059,NF
3043,203188,methylphenidate
3044,6901,methylphenidate
3045,1091497,methylphenidate
3046,197967,NF
3047,1926456,sodium chloride
3048,727634,sodium chloride
3049,792030,NF
3050,313123,sucralfate
3051,10156,sucralfate
3052,41967,salmon oil
3053,199907,salmon oil
3054,484348,omega-3 acid ethyl esters (USP)
3055,1801605,influenza A virus A/Brisbane/10/2010 (H1N1) antigen / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen / influenza B virus B/Hong Kong/259/2010 antigen / influenza B virus B/Utah/9/2014 antigen
3056,1928302,influenza B virus antigen
3057,2180400,influenza A virus A/Idaho/07/2018 (H1N1) antigen / influenza A virus A/Indiana/08/2018 (H3N2) antigen / influenza B virus B/Iowa/06/2017 antigen / influenza B virus B/Singapore/INFTT-16-0610/2016 antigen
3058,1928290,influenza A virus (H1N1) antigen
3059,1427022,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus"
3060,1942161,influenza B virus antigen
3061,1427037,NF
3062,1541621,influenza B virus vaccine B/Brisbane/60/2008 antigen
3063,2180337,influenza A virus (H1N1) antigen
3064,2050376,influenza A virus A/Michigan/45/2015 (H1N1) antigen / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen / influenza B virus B/Maryland/15/2016 antigen / influenza B virus B/Phuket/3073/2013 antigen
3065,1928311,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen / influenza A virus A/Michigan/45/2015 (H1N1) antigen / influenza B virus B/Brisbane/60/2008 antigen / influenza B virus B/Phuket/3073/2013 antigen
3066,1657231,NF
3067,1799108,influenza A virus A/Christchurch/16/2010 (H1N1) antigen / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen / influenza B virus B/Brisbane/60/2008 antigen / influenza B virus B/Phuket/3073/2013 antigen
3068,2180338,influenza A virus (H3N2) antigen
3069,1928312,influenza B virus antigen
3070,1794440,NF
3071,1928289,influenza A virus (H1N1) antigen
3072,2177291,influenza A virus (H3N2) antigen
3073,1657844,NF
3074,2056527,influenza A virus A/North Carolina/04/2016 (H3N2) antigen / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen / influenza B virus B/Iowa/06/2017 antigen / influenza B virus B/Singapore/INFTT-16-0610/2016 antigen
3075,1664474,influenza A virus A/Bolivia/559/2013 (H1N1) antigen / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen / influenza B virus B/Brisbane/60/2008 antigen / influenza B virus B/Phuket/3073/2013 antigen
3076,1303851,NF
3077,1928301,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen / influenza B virus B/Brisbane/60/2008 antigen / influenza B virus B/Phuket/3073/2013 antigen
3078,1942160,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen / influenza B virus B/Brisbane/46/2015 antigen / influenza B virus B/Phuket/3073/2013 antigen
3079,2177392,influenza A virus A/Brisbane/02/2018 (H1N1) antigen / influenza A virus A/Kansas/14/2017 (H3N2) antigen / influenza B virus B/Maryland/15/2016 antigen / influenza B virus B/Phuket/3073/2013 antigen
3080,1794433,influenza A virus A/California/7/2009 (H1N1) antigen / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen / influenza B virus B/Brisbane/60/2008 antigen / influenza B virus B/Phuket/3073/2013 antigen
3081,2050772,influenza B virus antigen
3082,1657128,influenza A virus (H1N1) antigen
3083,857921,influenza B virus vaccine B/Brisbane/60/2008 antigen
3084,1657134,influenza B virus antigen
3085,1427026,influenza B virus vaccine B/Brisbane/60/2008 antigen
3086,1928531,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen / influenza B virus B/Hong Kong/259/2010 antigen / influenza B virus B/Utah/9/2014 antigen
3087,2048960,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen / influenza B virus B/Maryland/15/2016 antigen / influenza B virus B/Phuket/3073/2013 antigen
3088,2048961,influenza B virus antigen
3089,1657333,influenza A virus A/California/7/2009 (H1N1) antigen / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen / influenza B virus B/Brisbane/60/2008 antigen / influenza B virus B/Phuket/3073/2013 antigen
3090,1304122,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus"
3091,2177290,influenza A virus (H1N1) antigen
3092,1657230,influenza A virus A/Christchurch/16/2010 (H1N1) antigen / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen / influenza B virus B/Brisbane/60/2008 antigen / influenza B virus B/Phuket/3073/2013 antigen
3093,1657131,influenza A virus (H3N2) antigen
3094,1799109,NF
3095,199374,vitamin B12
3096,199832,ergocalciferol
3097,1247661,NF
3098,1737761,lidocaine
3099,203136,ranitidine
3100,9143,ranitidine
3101,992582,castor oil
3102,33219,Peruvian balsam
3103,2129,castor oil
3104,992579,castor oil
3105,1008821,castor oil
3106,1049632,diphenhydramine
3107,752388,insulin lispro
3108,859426,rosuvastatin
3109,308915,calcium carbonate
3110,312077,olanzapine
3111,859841,fluphenazine
3112,1719862,haloperidol
3113,858055,paliperidone
3114,991528,dextromethorphan
3115,1307415,linaclotide
3116,849866,tadalafil
3117,1037049,dabigatran etexilate
3118,1649405,doxycycline
3119,1539893,fluticasone
3120,581417,psyllium
3121,212446,azithromycin
3122,1092424,diphenhydramine
3123,1601394,palbociclib
3124,261551,insulin glargine
3125,8703,fenofibrate
3126,1085186,NF
3127,284810,"insulin aspart, human"
3128,1923430,NF
3129,847265,NF
3130,847263,NF
3131,320864,rosuvastatin
3132,1085183,NF
3133,313409,NF
3134,751546,NF
3135,859749,rosuvastatin
3136,238749,NF
3137,998193,NF
3138,730988,carbidopa
3139,404786,carbidopa
3140,8691,primidone
3141,60307,entacapone
3142,1007731,NF
3143,7299,neomycin
3144,235355,thiamine
3145,308501,NF
3146,1093249,NF
3147,2582,clindamycin
3148,692572,NF
3149,389116,NF
3150,689325,prednisolone
3151,308500,NF
3152,10454,thiamine
3153,389115,NF
3154,486118,NF
3155,308497,NF
3156,81982,clindamycin
3157,310468,gentamicin
3158,309356,NF
3159,2599,clonidine
3160,1190546,atropine
3161,727392,NF
3162,153971,atropine
3163,309357,NF
3164,727393,NF
3165,282474,NF
3166,1223,atropine
3167,1190755,NF
3168,897683,verapamil
3169,11170,verapamil
3170,203138,verapamil
3171,313594,NF
3172,310152,erythromycin
3173,830847,diltiazem
3174,994523,NF
3175,141927,alprazolam
3176,831255,diltiazem
3177,1088772,potassium bicarbonate
3178,213431,telmisartan
3179,855334,warfarin
3180,213432,telmisartan
3181,1601091,olopatadine
3182,311192,isosorbide
3183,1440936,hydrocortisone
3184,198852,simethicone
3185,2002,carbamazepine
3186,313407,timolol
3187,312134,oxazepam
3188,1311626,paroxetine
3189,235830,paroxetine
3190,314199,NF
3191,32937,paroxetine
3192,577043,calcium carbonate
3193,4301,omega-3 fatty acids
3194,215830,NF
3195,5489,hydrocodone
3196,214182,acetaminophen
3197,197774,NF
3198,857534,NF
3199,313780,NF
3200,883815,tobramycin
3201,221183,zolpidem
3202,39993,zolpidem
3203,308760,bismuth subsalicylate
3204,1366116,bacitracin
3205,721797,quetiapine
3206,309679,neomycin
3207,895671,quetiapine
3208,1044949,guaifenesin
3209,198299,NF
3210,197403,NF
3211,1424,benztropine
3212,809022,hydrochlorothiazide
3213,805466,tetrabenazine
3214,313779,NF
3215,351762,valsartan
3216,197889,lithium carbonate
3217,213160,guaifenesin
3218,198373,calcipotriene
3219,352085,pimecrolimus
3220,1734917,cyclophosphamide
3221,746741,pramipexole
3222,236747,pramipexole
3223,859052,pramipexole
3224,203130,nortriptyline
3225,7531,nortriptyline
3226,238746,NF
3227,57227,trimethobenzamide
3228,860771,trimethobenzamide
3229,36387,"sennosides, USP"
3230,1008340,"sennosides, USP"
3231,1596,bisacodyl
3232,602741,NF
3233,38685,trimethobenzamide
3234,580285,Saccharomyces boulardii
3235,252166,NF
3236,253058,NF
3237,20493,cefuroxime
3238,2194,cefuroxime
3239,1297882,amoxicillin
3240,620,amantadine
3241,282415,amantadine
3242,351172,dutasteride
3243,228790,dutasteride
3244,810075,fesoterodine
3245,208821,tobramycin
3246,3521,dipyridamole
3247,82084,propranolol
3248,28439,lamotrigine
3249,8787,propranolol
3250,308405,NF
3251,359458,NF
3252,226716,aspirin
3253,798306,"tetanus toxoid vaccine, inactivated"
3254,1300189,"tetanus toxoid vaccine, inactivated"
3255,798304,"diphtheria toxoid vaccine, inactivated"
3256,1300188,"diphtheria toxoid vaccine, inactivated"
3257,830893,NF
3258,1300367,"diphtheria toxoid vaccine, inactivated"
3259,798302,"acellular pertussis vaccine, inactivated"
3260,904261,NF
3261,42355,fluvoxamine
3262,203143,fluvoxamine
3263,197766,NF
3264,310407,NF
3265,903884,fluvoxamine
3266,198190,ranitidine
3267,4917,nitroglycerin
3268,2231,cephalexin
3269,213469,celecoxib
3270,311241,NF
3271,311470,NF
3272,6676,meclizine
3273,82041,meclizine
3274,1442790,morphine
3275,7052,morphine
3276,282427,NF
3277,704,amitriptyline
3278,310802,NF
3279,214619,losartan
