CPT_Code,CPT_Label
87631,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 3-5 targets"
93261,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, recording and disconnection per patient encounter; implantable subcutaneous lead defibrillator system"
KO,Single drug unit dose formulation
81210,"BRAF (B-Raf proto-oncogene, serine/threonine kinase) (eg, colon cancer, melanoma), gene analysis, V600 variant(s)"
31255,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior)"
GU,"Waiver of liability statement issued as required by payer policy, routine notice"
92929,"Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure)"
27259,"Open treatment of spontaneous hip dislocation (developmental, including congenital or pathological), replacement of femoral head in acetabulum (including tenotomy, etc); with femoral shaft shortening"
1013910,Exploration Procedures on the Testis
29826,"Arthroscopy, shoulder, surgical; decompression of subacromial space with partial acromioplasty, with coracoacromial ligament (ie, arch) release, when performed (List separately in addition to code for primary procedure)"
49650,"Laparoscopy, surgical; repair initial inguinal hernia"
42700,Incision and drainage abscess; peritonsillar
CI,"At least 1 percent but less than 20 percent impaired, limited or restricted"
1008693,Biopsy of vulva or perineum (separate procedure)
90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)"
67331,Strabismus surgery on patient with previous eye surgery or injury that did not involve the extraocular muscles (List separately in addition to code for primary procedure)
81310,"NPM1 (nucleophosmin) (eg, acute myeloid leukemia) gene analysis, exon 12 variants"
72158,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; lumbar"
78122,"Whole blood volume determination, including separate measurement of plasma volume and red cell volume (radiopharmaceutical volume-dilution technique)"
1008595,"Epididymovasostomy, anastomosis of epididymis to vas deferens"
49999,"Unlisted procedure, abdomen, peritoneum and omentum"
1007706,Excision Procedures on the Anus
27334,"Arthrotomy, with synovectomy, knee; anterior OR posterior"
1020552,"Repair, paraesophageal hiatal hernia (including fundoplication), via laparotomy, except neonatal"
33822,"Repair of patent ductus arteriosus; by division, younger than 18 years"
74420,"Urography, retrograde, with or without KUB"
SB,Nurse midwife
96933,"Reflectance confocal microscopy (RCM) for cellular and sub-cellular imaging of skin; interpretation and report only, first lesion"
99051,"Service(s) provided in the office during regularly scheduled evening, weekend, or holiday office hours, in addition to basic service"
58976,"Gamete, zygote, or embryo intrafallopian transfer, any method"
1008761,"Colpopexy, vaginal"
1010223,Surgical Procedures on the Inner Ear
01716,"Anesthesia for procedures on nerves, muscles, tendons, fascia, and bursae of upper arm and elbow; tenodesis, rupture of long tendon of biceps"
28341,"Reconstruction, toe, macrodactyly; requiring bone resection"
1012866,Repair and refitting spectacles
45341,"Sigmoidoscopy, flexible; with endoscopic ultrasound examination"
1018481,Manipulation Procedures of Head
1009187,Skull Base Surgical Approach Procedures
15835,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); buttock"
58546,"Laparoscopy, surgical, myomectomy, excision; 5 or more intramural myomas and/or intramural myomas with total weight greater than 250 g"
21465,Open treatment of mandibular condylar fracture
28108,"Excision or curettage of bone cyst or benign tumor, phalanges of foot"
38525,"Biopsy or excision of lymph node(s); open, deep axillary node(s)"
78645,"Cerebrospinal fluid flow, imaging (not including introduction of material); shunt evaluation"
1010264,"Radiologic examination, facial bones"
73206,"Computed tomographic angiography, upper extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
1003317,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes"
93458,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed"
82946,Glucagon tolerance test
28208,"Repair, tendon, extensor, foot; primary or secondary, each tendon"
1005247,Closed treatment of tibial shaft fracture (with or without fibular fracture)
30150,Rhinectomy; partial
17276,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diameter over 4.0 cm"
81362,"HBB (hemoglobin, subunit beta) (eg, sickle cell anemia, beta thalassemia, hemoglobinopathy); known familial variant(s)"
96401,"Chemotherapy administration, subcutaneous or intramuscular; non-hormonal anti-neoplastic"
1012549,Semen analysis
40652,"Repair lip, full thickness; up to half vertical height"
1005703,"Excision dermoid cyst, nose"
11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm"
78414,"Determination of central c-v hemodynamics (non-imaging) (eg, ejection fraction with probe technique) with or without pharmacologic intervention or exercise, single or multiple determinations"
1009077,Cisternal or lateral cervical (C1-C2) puncture
74712,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; single or first gestation"
82136,"Amino acids, 2 to 5 amino acids, quantitative, each specimen"
57292,Construction of artificial vagina; with graft
99343,"Home visit for the evaluation and management of a new patient, which requires these 3 key components: A detailed history; A detailed examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 45 minutes are spent face-to-face with the patient and/or family."
93279,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other qualified health care professional; single lead pacemaker system or leadless pacemaker system in one cardiac chamber"
43800,Pyloroplasty
82607,Cyanocobalamin (Vitamin B-12)
1010042,"Reconstruction of eyelid, full thickness by transfer of tarsoconjunctival flap from opposing eyelid"
65410,Biopsy of cornea
3319F,"1 of the following diagnostic imaging studies ordered: chest x-ray, CT, Ultrasound, MRI, PET, or nuclear medicine scans (ML)"
44155,"Colectomy, total, abdominal, with proctectomy; with ileostomy"
80375,"Drug(s) or substance(s), definitive, qualitative or quantitative, not otherwise specified; 1-3"
20205,"Biopsy, muscle; deep"
1006614,Excision of infected graft
1022221,"Percutaneous vertebral augmentation, including cavity creation (fracture reduction and bone biopsy included when performed) using mechanical device (eg, kyphoplasty), 1 vertebral body, unilateral or bilateral cannulation, inclusive of all imaging guidance"
26480,"Transfer or transplant of tendon, carpometacarpal area or dorsum of hand; without free graft, each tendon"
81328,"SLCO1B1 (solute carrier organic anion transporter family, member 1B1) (eg, adverse drug reaction), gene analysis, common variant(s) (eg, *5)"
1029964,Sclerotherapy of Telangiectasia and Incompetent Veins
52277,"Cystourethroscopy, with resection of external sphincter (sphincterotomy)"
24605,Treatment of closed elbow dislocation; requiring anesthesia
66170,Fistulization of sclera for glaucoma; trabeculectomy ab externo in absence of previous surgery
93784,"Ambulatory blood pressure monitoring, utilizing a system such as magnetic tape and/or computer disk, for 24 hours or longer; including recording, scanning analysis, interpretation and report"
1008517,Repair Procedures on the Penis
69436,"Tympanostomy (requiring insertion of ventilating tube), general anesthesia"
1005205,"Repair, dislocating peroneal tendons"
92924,"Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; single major coronary artery or branch"
1029708,Flexible endoscopic evaluation of swallowing by cine or video recording
27254,"Open treatment of hip dislocation, traumatic, with acetabular wall and femoral head fracture, with or without internal or external fixation"
23552,"Open treatment of acromioclavicular dislocation, acute or chronic; with fascial graft (includes obtaining graft)"
X4,"Episodic/focused services: for reporting services by clinicians who provide focused care on particular types of treatment limited to a defined period and circumstance; the patient has a problem, acute or chronic, that will be treated with surgery, radiation, or some other type of generally time-limited intervention; reporting clinician service examples include but are not limited to, the orthopedic surgeon performing a knee replacement and seeing the patient through the postoperative period"
0401T,Multi-spectral digital skin lesion analysis of clinically atypical cutaneous pigmented lesions for detection of melanomas and high risk melanocytic atypia; six or more lesions
78740,Ureteral reflux study (radiopharmaceutical voiding cystogram)
3096F,Central dual-energy X-ray absorptiometry (DXA) ordered (OP)(IBD)
69710,Implantation or replacement of electromagnetic bone conduction hearing device in temporal bone
17271,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diameter 0.6 to 1.0 cm"
85049,"Blood count; platelet, automated"
92520,"Laryngeal function studies (ie, aerodynamic testing and acoustic testing)"
28010,"Tenotomy, percutaneous, toe; single tendon"
95971,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with simple spinal cord or peripheral nerve (eg, sacral nerve) neurostimulator pulse generator/transmitter programming by physician or other qualified health care professional"
76977,"Ultrasound bone density measurement and interpretation, peripheral site(s), any method"
90956,"End-stage renal disease (ESRD) related services monthly, for patients 2-11 years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents; with 1 face-to-face visit by a physician or other qualified health care professional per month"
63746,Removal of entire lumbosubarachnoid shunt system without replacement
46746,"Repair of cloacal anomaly by anorectovaginoplasty and urethroplasty, combined abdominal and sacroperineal approach"
96920,Laser treatment for inflammatory skin disease (psoriasis); total area less than 250 sq cm
1003957,"Open treatment of fracture of orbit, except blowout"
99243,"Office consultation for a new or established patient, which requires these 3 key components: A detailed history; A detailed examination; and Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate severity. Typically, 40 minutes are spent face-to-face with the patient and/or family."
1009572,Percutaneous implantation of neurostimulator electrode array
62162,"Neuroendoscopy, intracranial; with fenestration or excision of colloid cyst, including placement of external ventricular catheter for drainage"
36556,Insertion of non-tunneled centrally inserted central venous catheter; age 5 years or older
00862,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; renal procedures, including upper one-third of ureter, or donor nephrectomy"
57061,"Destruction of vaginal lesion(s); simple (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery)"
24505,"Closed treatment of humeral shaft fracture; with manipulation, with or without skeletal traction"
37237,"Transcatheter placement of an intravascular stent(s) (except lower extremity artery(s) for occlusive disease, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or percutaneous, including radiological supervision and interpretation and including all angioplasty within the same vessel, when performed; each additional artery (List separately in addition to code for primary procedure)"
1018127,Other Procedures on the Hands or Fingers
1008407,Excision Procedures on the Urethra
12055,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm"
1012330,Infectious agent antigen detection by immunoassay with direct optical observation
56625,Vulvectomy simple; complete
0009M,"Fetal aneuploidy (trisomy 21, and 18) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy"
86357,"Natural killer (NK) cells, total count"
32124,Thoracotomy; with open intrapleural pneumonolysis
86762,Antibody; rubella
61580,"Craniofacial approach to anterior cranial fossa; extradural, including lateral rhinotomy, ethmoidectomy, sphenoidectomy, without maxillectomy or orbital exenteration"
01636,"Anesthesia for open or surgical arthroscopic procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint; interthoracoscapular (forequarter) amputation"
3292F,HIV testing ordered or documented and reviewed during the first or second prenatal visit (Pre-Cr)
1014946,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or multiple digits"
1010984,Liver and spleen imaging
PA,Surgical or other invasive procedure on wrong body part
19325,"Mammaplasty, augmentation; with prosthetic implant"
25393,"Osteoplasty, radius AND ulna; lengthening with autograft"
35650,"Bypass graft, with other than vein; axillary-axillary"
33935,Heart-lung transplant with recipient cardiectomy-pneumonectomy
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)"
58340,Catheterization and introduction of saline or contrast material for saline infusion sonohysterography (SIS) or hysterosalpingography
78606,"Brain imaging, minimum 4 static views; with vascular flow"
69955,Total facial nerve decompression and/or repair (may include graft)
1008908,Repair Procedures on the Oviduct/Ovary
T050,Experimental Model of Disease
77022,"Magnetic resonance imaging guidance for, and monitoring of, parenchymal tissue ablation"
T008,Animal
1003202,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia"
90951,"End-stage renal disease (ESRD) related services monthly, for patients younger than 2 years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents; with 4 or more face-to-face visits by a physician or other qualified health care professional per month"
1004091,Anterior or Anterolateral Approach Technique Arthrodesis Procedures on the Spine (Vertebral Column)
1014123,"Excision or curettage of bone cyst or benign tumor, tarsal or metatarsal, except talus or calcaneus"
1012158,"Culture, fungi, definitive identification, each organism"
68850,Injection of contrast medium for dacryocystography
40844,Vestibuloplasty; entire arch
23420,"Reconstruction of complete shoulder (rotator) cuff avulsion, chronic (includes acromioplasty)"
1014617,"Repair of transposition of the great arteries, aortic pulmonary artery reconstruction (eg, Jatene type)"
84270,Sex hormone binding globulin (SHBG)
1014221,"Induced abortion, by 1 or more intra-amniotic injections (amniocentesis-injections), including hospital admission and visits, delivery of fetus and secundines"
54332,1-stage proximal penile or penoscrotal hypospadias repair requiring extensive dissection to correct chordee and urethroplasty by use of skin graft tube and/or island flap
SV,Pharmaceuticals delivered to patient's home but not utilized
28302,Osteotomy; talus
50630,Ureterolithotomy; lower one-third of ureter
24600,Treatment of closed elbow dislocation; without anesthesia
QY,Medical direction of one certified registered nurse anesthetist (crna) by an anesthesiologist
49655,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed); incarcerated or strangulated"
87810,Infectious agent antigen detection by immunoassay with direct optical observation; Chlamydia trachomatis
1004836,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies"
1007071,Excision and Destruction Procedures on the Dentoalveolar Structures
22226,"Osteotomy of spine, including discectomy, anterior approach, single vertebral segment; each additional vertebral segment (List separately in addition to code for primary procedure)"
22857,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy to prepare interspace (other than for decompression), single interspace, lumbar"
1021899,Residential Substance Abuse Treatment Facility
1009963,Procedures on the Orbit of the Ocular Adnexa
61598,"Transpetrosal approach to posterior cranial fossa, clivus or foramen magnum, including ligation of superior petrosal sinus and/or sigmoid sinus"
64408,"Injection, anesthetic agent; vagus nerve"
1008486,Biopsy of penis
37232,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery, unilateral, each additional vessel; with transluminal angioplasty (List separately in addition to code for primary procedure)"
21080,Impression and custom preparation; definitive obturator prosthesis
1004617,Incision Procedures on the Hand and Fingers
81215,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant"
95027,"Intracutaneous (intradermal) tests, sequential and incremental, with allergenic extracts for airborne allergens, immediate type reaction, including test interpretation and report, specify number of tests"
1011910,Deoxyribonucleic acid (DNA) antibody
50727,Revision of urinary-cutaneous anastomosis (any type urostomy)
1003755,Cartilage graft
1011269,Amino acids
1020563,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation"
0383T,"External heart rate and 3-axis accelerometer data recording from 15 to 30 days to assess changes in heart rate and to monitor motion analysis for the purposes of diagnosing nocturnal epilepsy seizure events; includes report, scanning analysis with report, review and interpretation by a physician or other qualified health care professional"
FB,"Item provided without cost to provider, supplier or practitioner, or full credit received for replaced device (examples, but not limited to, covered under warranty, replaced due to defect, free samples)"
69740,"Suture facial nerve, intratemporal, with or without graft or decompression; lateral to geniculate ganglion"
1012527,Reproductive Medicine Procedures
1022288,"Visual field assessment, with concurrent real time data analysis and accessible data storage with patient initiated data transmitted to a remote surveillance center for up to 30 days"
1005501,Closed treatment of metatarsophalangeal joint dislocation
1022247,Amphetamines
19303,"Mastectomy, simple, complete"
93583,"Percutaneous transcatheter septal reduction therapy (eg, alcohol septal ablation) including temporary pacemaker insertion when performed"
11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less"
49440,"Insertion of gastrostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report"
57288,"Sling operation for stress incontinence (eg, fascia or synthetic)"
27425,"Lateral retinacular release, open"
T059,Laboratory Procedure
1012803,Special Ophthalmological Services and Procedures
1006708,"Insertion of tunneled centrally inserted central venous access device, requiring 2 catheters via 2 separate venous access sites"
1019051,End-Stage Renal Disease Services
82306,"Vitamin D; 25 hydroxy, includes fraction(s), if performed"
90655,"Influenza virus vaccine, trivalent (IIV3), split virus, preservative free, 0.25 mL dosage, for intramuscular use"
1003328,Repair-Intermediate Procedures on the Integumentary System
73702,"Computed tomography, lower extremity; without contrast material, followed by contrast material(s) and further sections"
31520,"Laryngoscopy direct, with or without tracheoscopy; diagnostic, newborn"
1021868,Indian Health Service Provider-based Facility
4510F,Previous cardiac rehabilitation for qualifying cardiac event completed (CAD)
21490,Open treatment of temporomandibular dislocation
1021155,"APC (adenomatous polyposis coli) (eg, familial adenomatosis polyposis [FAP], attenuated FAP) gene analysis"
1005329,Excision Procedures on the Foot and Toes
11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less"
1002844,Anesthesia for Procedures on the Thorax (Chest Wall and Shoulder Girdle)
1007695,Surgical Procedures on the Anus
92516,"Facial nerve function studies (eg, electroneuronography)"
27325,"Neurectomy, hamstring muscle"
33813,Obliteration of aortopulmonary septal defect; without cardiopulmonary bypass
42409,Marsupialization of sublingual salivary cyst (ranula)
86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody"
82533,Cortisol; total
1007971,"Excision and Destruction Procedures on the Abdomen, Peritoneum, and Omentum"
78811,"Positron emission tomography (PET) imaging; limited area (eg, chest, head/neck)"
26372,"Repair or advancement of profundus tendon, with intact superficialis tendon; secondary with free graft (includes obtaining graft), each tendon"
2P,Performance Measure Exclusion Modifier due to Patient Reasons
24935,"Stump elongation, upper extremity"
1006806,Intravascular Ultrasound Procedures on Arteries and Veins
99239,Hospital discharge day management; more than 30 minutes
15002,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, trunk, arms, legs; first 100 sq cm or 1% of body area of infants and children"
86985,"Splitting of blood or blood products, each unit"
27848,"Open treatment of ankle dislocation, with or without percutaneous skeletal fixation; with repair or internal or external fixation"
92615,"Flexible endoscopic evaluation, laryngeal sensory testing by cine or video recording; interpretation and report only"
81245,"FLT3 (fms-related tyrosine kinase 3) (eg, acute myeloid leukemia), gene analysis; internal tandem duplication (ITD) variants (ie, exons 14, 15)"
1004237,Closed treatment of sternoclavicular dislocation
26471,"Tenodesis; of proximal interphalangeal joint, each joint"
1007091,Excision and Destruction Procedures on the Palate and Uvula
1002912,Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy
61576,"Transoral approach to skull base, brain stem or upper spinal cord for biopsy, decompression or excision of lesion; requiring splitting of tongue and/or mandible (including tracheostomy)"
1035127,Remote Physiologic Monitoring Treatment Management Services
1015001,Unlisted Service or Procedure (Radiology)
58563,"Hysteroscopy, surgical; with endometrial ablation (eg, endometrial resection, electrosurgical ablation, thermoablation)"
4271F,Patient receiving potent antiretroviral therapy for less than 6 months or not receiving potent antiretroviral therapy (HIV)
1010275,"Radiologic examination, skull"
95863,Needle electromyography; 3 extremities with or without related paraspinal areas
50433,"Placement of nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, new access"
41827,"Excision of lesion or tumor (except listed above), dentoalveolar structures; with complex repair"
45332,"Sigmoidoscopy, flexible; with removal of foreign body(s)"
20150,"Excision of epiphyseal bar, with or without autogenous soft tissue graft obtained through same fascial incision"
51820,Cystourethroplasty with unilateral or bilateral ureteroneocystostomy
21151,"Reconstruction midface, LeFort II; any direction, requiring bone grafts (includes obtaining autografts)"
81438,"Hereditary neuroendocrine tumor disorders (eg, medullary thyroid carcinoma, parathyroid carcinoma, malignant pheochromocytoma or paraganglioma); duplication/deletion analysis panel, must include analyses for SDHB, SDHC, SDHD, and VHL"
1013723,Other Emergency Department Services
1015007,Supplied Materials (Surgery)
47720,Cholecystoenterostomy; direct
1021540,Chemodenervation of one extremity
1011820,"Fibrin degradation products, D-dimer"
1008418,Excision or fulguration
38211,Transplant preparation of hematopoietic progenitor cells; tumor cell depletion
27769,"Open treatment of posterior malleolus fracture, includes internal fixation, when performed"
80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)"
A2,Dressing for two wounds
95962,"Functional cortical and subcortical mapping by stimulation and/or recording of electrodes on brain surface, or of depth electrodes, to provoke seizures or identify vital brain structures; each additional hour of attendance by a physician or other qualified health care professional (List separately in addition to code for primary procedure)"
93616,Esophageal recording of atrial electrogram with or without ventricular electrogram(s); with pacing
00222,Anesthesia for intracranial procedures; electrocoagulation of intracranial nerve
21348,Open treatment of nasomaxillary complex fracture (LeFort II type); with bone grafting (includes obtaining graft)
1002802,"Anesthesia for procedures on external, middle, and inner ear including biopsy"
55842,"Prostatectomy, retropubic radical, with or without nerve sparing; with lymph node biopsy(s) (limited pelvic lymphadenectomy)"
1003691,General Excision Procedures on the Musculoskeletal System
90947,"Dialysis procedure other than hemodialysis (eg, peritoneal dialysis, hemofiltration, or other continuous renal replacement therapies) requiring repeated evaluations by a physician or other qualified health care professional, with or without substantial revision of dialysis prescription"
0493T,"Near-infrared spectroscopy studies of lower extremity wounds (eg, for oxyhemoglobin measurement)"
27420,"Reconstruction of dislocating patella; (eg, Hauser type procedure)"
28525,"Open treatment of fracture, phalanx or phalanges, other than great toe, includes internal fixation, when performed, each"
76775,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; limited"
T169,Functional Concept
93296,"Interrogation device evaluation(s) (remote), up to 90 days; single, dual, or multiple lead pacemaker system, leadless pacemaker system, or implantable defibrillator system, remote data acquisition(s), receipt of transmissions and technician review, technical support and distribution of results"
58662,"Laparoscopy, surgical; with fulguration or excision of lesions of the ovary, pelvic viscera, or peritoneal surface by any method"
1019374,Patient screened for future fall risk
95829,Electrocorticogram at surgery (separate procedure)
74283,"Therapeutic enema, contrast or air, for reduction of intussusception or other intraluminal obstruction (eg, meconium ileus)"
57283,"Colpopexy, vaginal; intra-peritoneal approach (uterosacral, levator myorrhaphy)"
33202,"Insertion of epicardial electrode(s); open incision (eg, thoracotomy, median sternotomy, subxiphoid approach)"
27138,"Revision of total hip arthroplasty; femoral component only, with or without allograft"
69602,Revision mastoidectomy; resulting in modified radical mastoidectomy
1013433,"Health and behavior intervention, each 15 minutes, face-to-face"
1005048,"Repair, primary, torn ligament and/or capsule, knee"
26556,"Transfer, free toe joint, with microvascular anastomosis"
1004622,Drainage of palmar bursa
87806,"Infectious agent antigen detection by immunoassay with direct optical observation; HIV-1 antigen(s), with HIV-1 and HIV-2 antibodies"
1021430,Esophagoscopy Procedures
69222,"Debridement, mastoidectomy cavity, complex (eg, with anesthesia or more than routine cleaning)"
1006208,"Coronary artery bypass, using venous graft(s) and arterial graft(s)"
1014066,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed"
81340,"TRB@ (T cell antigen receptor, beta) (eg, leukemia and lymphoma), gene rearrangement analysis to detect abnormal clonal population(s); using amplification methodology (eg, polymerase chain reaction)"
1012412,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only"
26990,"Incision and drainage, pelvis or hip joint area; deep abscess or hematoma"
95928,Central motor evoked potential study (transcranial motor stimulation); upper limbs
84087,Phosphohexose isomerase
64612,"Chemodenervation of muscle(s); muscle(s) innervated by facial nerve, unilateral (eg, for blepharospasm, hemifacial spasm)"
47612,Cholecystectomy with exploration of common duct; with choledochoenterostomy
37228,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with transluminal angioplasty"
12046,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 20.1 cm to 30.0 cm"
50526,"Closure of nephrovisceral fistula (eg, renocolic), including visceral repair; thoracic approach"
29804,"Arthroscopy, temporomandibular joint, surgical"
1008396,"Urethrotomy or urethrostomy, external (separate procedure)"
1011977,"Syphilis test, non-treponemal antibody"
53275,Excision or fulguration; urethral prolapse
4051F,"Referred for an arteriovenous (AV) fistula (ESRD, CKD)"
87335,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Escherichia coli 0157"
42830,"Adenoidectomy, primary; younger than age 12"
33800,"Aortic suspension (aortopexy) for tracheal decompression (eg, for tracheomalacia) (separate procedure)"
61571,Craniectomy or craniotomy; with treatment of penetrating wound of brain
0001F,"Heart failure assessed (includes assessment of all the following components) (CAD): Blood pressure measured (2000F) Level of activity assessed (1003F) Clinical symptoms of volume overload (excess) assessed (1004F) Weight, recorded (2001F) Clinical signs of volume overload (excess) assessed (2002F)"
87501,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, includes reverse transcription, when performed, and amplified probe technique, each type or subtype"
1012569,Medicine Services and Procedures
00938,Anesthesia for procedures on male genitalia (including open urethral procedures); insertion of penile prosthesis (perineal approach)
1008919,Drainage of ovarian abscess
88387,"Macroscopic examination, dissection, and preparation of tissue for non-microscopic analytical studies (eg, nucleic acid-based molecular studies); each tissue preparation (eg, a single lymph node)"
HS,Family/couple without client present
93291,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, recording and disconnection per patient encounter; subcutaneous cardiac rhythm monitor system, including heart rhythm derived data analysis"
1014205,"Total abdominal hysterectomy (corpus and cervix), with or without removal of tube(s), with or without removal of ovary(s)"
85366,Fibrin(ogen) degradation (split) products (FDP) (FSP); paracoagulation
80432,Insulin-induced C-peptide suppression panel This panel must include the following: Insulin (83525) C-peptide (84681 x 5) Glucose (82947 x 5)
96105,"Assessment of aphasia (includes assessment of expressive and receptive speech and language function, language comprehension, speech production ability, reading, spelling, writing, eg, by Boston Diagnostic Aphasia Examination) with interpretation and report, per hour"
66680,"Repair of iris, ciliary body (as for iridodialysis)"
80158,Cyclosporine
1003047,Anesthesia for procedures on veins of lower leg
92610,Evaluation of oral and pharyngeal swallowing function
0412T,Removal of permanent cardiac contractility modulation system; pulse generator only
68135,"Destruction of lesion, conjunctiva"
25272,"Repair, tendon or muscle, extensor, forearm and/or wrist; secondary, single, each tendon or muscle"
31760,Tracheoplasty; intrathoracic
81433,"Hereditary breast cancer-related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer); duplication/deletion analysis panel, must include analyses for BRCA1, BRCA2, MLH1, MSH2, and STK11"
99452,"Interprofessional telephone/Internet/electronic health record referral service(s) provided by a treating/requesting physician or other qualified health care professional, 30 minutes"
84182,"Protein; Western Blot, with interpretation and report, blood or other body fluid, immunological probe for band identification, each"
1020178,"Excision, tumor, soft tissue of back or flank, subcutaneous"
72131,"Computed tomography, lumbar spine; without contrast material"
21343,Open treatment of depressed frontal sinus fracture
81206,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; major breakpoint, qualitative or quantitative"
